
1713031878515,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-1,text,false,,825,0,1,1,null,0,0,0
1713031878732,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-2,text,false,,825,0,2,2,null,0,0,0
1713031878751,112,/canonical.html-1,200,OK,Thread Group 1-2,text,true,,298,303,2,2,http://detectportal.firefox.com/canonical.html,112,0,71
1713031878751,112,/canonical.html-1,200,OK,Thread Group 1-1,text,true,,298,303,2,2,http://detectportal.firefox.com/canonical.html,112,0,71
1713031878868,24,/success.txt-3,200,OK,Thread Group 1-2,text,true,,216,305,2,2,http://detectportal.firefox.com/success.txt?ipv4,24,0,0
1713031878868,24,/success.txt-3,200,OK,Thread Group 1-1,text,true,,216,305,2,2,http://detectportal.firefox.com/success.txt?ipv4,24,0,0
1713031878894,22,/success.txt-2,200,OK,Thread Group 1-1,text,true,,216,305,2,2,http://detectportal.firefox.com/success.txt?ipv6,22,0,0
1713031878894,23,/success.txt-2,200,OK,Thread Group 1-2,text,true,,216,305,2,2,http://detectportal.firefox.com/success.txt?ipv6,22,0,0
1713031878948,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-3,text,false,,825,0,3,3,null,0,0,0
1713031878952,45,/canonical.html-1,200,OK,Thread Group 1-3,text,true,,298,303,3,3,http://detectportal.firefox.com/canonical.html,45,0,23
1713031878999,23,/success.txt-3,200,OK,Thread Group 1-3,text,true,,216,305,3,3,http://detectportal.firefox.com/success.txt?ipv4,23,0,0
1713031879023,23,/success.txt-2,200,OK,Thread Group 1-3,text,true,,216,305,3,3,http://detectportal.firefox.com/success.txt?ipv6,23,0,0
1713031879105,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-4,text,false,,825,0,4,4,null,0,0,0
1713031879108,49,/canonical.html-1,200,OK,Thread Group 1-4,text,true,,298,303,4,4,http://detectportal.firefox.com/canonical.html,49,0,26
1713031879158,23,/success.txt-3,200,OK,Thread Group 1-4,text,true,,216,305,4,4,http://detectportal.firefox.com/success.txt?ipv4,23,0,0
1713031879182,22,/success.txt-2,200,OK,Thread Group 1-4,text,true,,216,305,4,4,http://detectportal.firefox.com/success.txt?ipv6,22,0,0
1713031879304,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-5,text,false,,825,0,5,5,null,0,0,0
1713031879309,45,/canonical.html-1,200,OK,Thread Group 1-5,text,true,,298,303,5,5,http://detectportal.firefox.com/canonical.html,45,0,23
1713031879355,24,/success.txt-3,200,OK,Thread Group 1-5,text,true,,216,305,5,5,http://detectportal.firefox.com/success.txt?ipv4,24,0,0
1713031879380,50,/success.txt-2,200,OK,Thread Group 1-5,text,true,,216,305,5,5,http://detectportal.firefox.com/success.txt?ipv6,50,0,0
1713031878921,759,/chains/normandy.content-signature.mozilla.org-2024-05-20-00-15-25.chain-6,200,OK,Thread Group 1-2,text,true,,5844,372,5,5,https://content-signature-2.cdn.mozilla.net/chains/normandy.content-signature.mozilla.org-2024-05-20-00-15-25.chain?cachebust=2017-06-13-21-06,757,0,732
1713031878921,765,/chains/normandy.content-signature.mozilla.org-2024-05-20-00-15-25.chain-6,200,OK,Thread Group 1-1,text,true,,5845,372,5,5,https://content-signature-2.cdn.mozilla.net/chains/normandy.content-signature.mozilla.org-2024-05-20-00-15-25.chain?cachebust=2017-06-13-21-06,764,0,733
1713031879431,259,/chains/normandy.content-signature.mozilla.org-2024-05-20-00-15-25.chain-6,200,OK,Thread Group 1-5,text,true,,5844,372,5,5,https://content-signature-2.cdn.mozilla.net/chains/normandy.content-signature.mozilla.org-2024-05-20-00-15-25.chain?cachebust=2017-06-13-21-06,257,0,229
1713031879206,487,/chains/normandy.content-signature.mozilla.org-2024-05-20-00-15-25.chain-6,200,OK,Thread Group 1-4,text,true,,5845,372,5,5,https://content-signature-2.cdn.mozilla.net/chains/normandy.content-signature.mozilla.org-2024-05-20-00-15-25.chain?cachebust=2017-06-13-21-06,482,0,452
1713031879048,649,/chains/normandy.content-signature.mozilla.org-2024-05-20-00-15-25.chain-6,200,OK,Thread Group 1-3,text,true,,5844,372,5,5,https://content-signature-2.cdn.mozilla.net/chains/normandy.content-signature.mozilla.org-2024-05-20-00-15-25.chain?cachebust=2017-06-13-21-06,641,0,613
1713031879683,412,/submit/telemetry/04735bca-02ec-49c2-924c-b096ac995f42/event/Firefox/124.0.2/release/20240401114208?v=4-4,200,OK,Thread Group 1-2,text,true,,923,5959,5,5,https://incoming.telemetry.mozilla.org/submit/telemetry/04735bca-02ec-49c2-924c-b096ac995f42/event/Firefox/124.0.2/release/20240401114208?v=4,411,0,103
1713031879692,409,/submit/telemetry/04735bca-02ec-49c2-924c-b096ac995f42/event/Firefox/124.0.2/release/20240401114208?v=4-4,200,OK,Thread Group 1-5,text,true,,757,5959,5,5,https://incoming.telemetry.mozilla.org/submit/telemetry/04735bca-02ec-49c2-924c-b096ac995f42/event/Firefox/124.0.2/release/20240401114208?v=4,409,0,116
1713031879688,419,/submit/telemetry/04735bca-02ec-49c2-924c-b096ac995f42/event/Firefox/124.0.2/release/20240401114208?v=4-4,200,OK,Thread Group 1-1,text,true,,852,5959,5,5,https://incoming.telemetry.mozilla.org/submit/telemetry/04735bca-02ec-49c2-924c-b096ac995f42/event/Firefox/124.0.2/release/20240401114208?v=4,418,0,120
1713031879696,440,/submit/telemetry/04735bca-02ec-49c2-924c-b096ac995f42/event/Firefox/124.0.2/release/20240401114208?v=4-4,200,OK,Thread Group 1-4,text,true,,939,5959,5,5,https://incoming.telemetry.mozilla.org/submit/telemetry/04735bca-02ec-49c2-924c-b096ac995f42/event/Firefox/124.0.2/release/20240401114208?v=4,439,0,125
